RegionID,RegionName,State,Metro,CountyName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04
54301,San Rafael,CA,San Francisco,Marin,612,322400,321700,320600,319000,317200,315400,313800,312600,312200,312500,313000,313600,314800,316500,318700,321200,323900,326700,329600,332400,335700,339000,341700,343900,346200,348600,351300,354200,357500,361100,364900,368900,373300,377900,382000,385900,390200,394900,400300,406300,413000,420400,428600,437300,447000,456900,466100,474400,482300,489600,496500,502800,508700,513900,518800,523200,527300,531100,534400,537000,539300,541400,543500,545400,547400,549300,551200,553000,554800,556600,558500,560700,563400,566700,570600,575000,579500,583800,587900,591800,595300,598700,602300,606000,609800,613400,617000,620700,624400,628700,633800,640200,647900,656500,665300,674400,683800,693000,702100,711000,719600,728000,736300,744000,751700,759600,767900,776700,785700,793900,801400,808300,814200,818900,822300,824100,824200,823600,823000,822900,822600,821200,819000,816400,813500,810900,808800,807000,805700,804600,802800,800500,797600,794400,791700,789700,788300,787300,785700,781900,776000,769300,763300,758200,752800,746600,740800,734600,727600,721200,715700,710200,704200,698100,692300,686200,678300,669300,660600,653000,647000,643600,642700,644000,644300,645200,648700,649900,649500,652900,656900,656800,653800,645700,634500,625100,620700,617300,612200,606700,602800,599100,597500,599500,603000,606500,610700,612800,613600,615200,615400,616300,621100,625300,624900,624000,625800,630900,636100,642500,652100,662000,668900,676800,687500,700100,714000,729200,742500,752200,759000,765500,771500,775300,779900,786100,789500,791600,796000,800600,805400,812500,820700,827000,830800,834100,840200,847400,854400,859000,863100,864800,864900,866000,869400,873700,877800,880800,881000,880700,881800,888800,898600,908300,916100,921100,924800,927900,931000,936700,946700,952400,955100,957500,957500,957400,961000,968200,977600,988100,991700,992800,999100,1011200,1017900
26374,Palo Alto,CA,San Jose,Santa Clara,613,480700,480900,481300,482300,484000,486600,490100,494700,500400,507000,514300,522300,531200,540600,550300,560200,569700,578900,587600,595800,603800,611300,617900,623800,629300,634300,638900,643200,647000,650100,652900,655500,658300,661400,665200,669800,676200,684900,696400,711000,728400,748200,770100,793700,818900,844900,870800,896400,921800,946200,969300,990600,1009500,1025900,1040200,1052800,1063600,1072600,1079100,1082800,1083300,1080600,1074900,1065600,1052500,1036000,1017100,997100,977800,961800,950000,942200,937900,937500,939900,944500,950100,955900,961700,966900,971300,975200,978600,980100,978300,974000,968300,962100,956500,952500,950400,950500,953100,958600,967700,980700,997100,1016000,1037000,1060900,1088900,1122200,1160600,1202000,1244200,1283500,1318000,1347700,1372000,1389900,1403000,1411100,1414200,1413200,1410100,1406800,1404000,1400100,1393700,1385400,1378000,1373900,1372700,1373000,1374200,1376700,1379800,1383500,1388700,1396300,1406400,1418100,1431700,1447400,1463900,1479100,1491300,1499500,1502900,1503100,1501200,1498800,1495100,1488800,1479500,1469200,1457800,1445700,1434100,1424200,1415000,1407200,1401500,1397700,1391600,1379900,1363300,1345500,1331600,1326800,1329700,1335300,1340600,1346100,1353100,1361600,1365000,1367600,1378200,1387200,1385800,1381600,1379900,1380600,1379900,1374800,1367300,1358500,1350100,1347400,1345000,1348400,1361100,1372300,1380500,1391100,1405500,1424200,1440700,1453800,1476800,1510100,1544300,1577700,1617800,1664200,1710600,1748000,1785600,1821800,1853800,1877600,1905600,1936000,1973300,2016200,2056500,2083800,2098000,2107200,2118400,2133800,2151300,2173100,2195100,2218900,2247200,2272400,2295500,2325000,2358400,2390800,2421600,2448100,2478400,2519400,2567500,2607100,2641700,2685500,2728700,2756600,2776300,2794200,2805900,2811500,2814100,2826900,2844100,2857300,2870500,2886300,2895600,2901300,2907800,2915700,2920000,2929800,2953500,2985100,3004800,3015300,3028400,3047300,3061700,3082600,3119900,3172500,3231200,3293900,3350200,3397500,3449000,3511900,3548400
39798,Milpitas,CA,San Jose,Santa Clara,614,231100,232100,233100,234200,235400,236700,238100,239600,241500,243700,246200,248700,251600,254800,258400,262100,266000,269800,273500,277200,280900,284600,287900,290600,293100,295300,297100,298500,299600,300400,301100,301800,302800,304300,306200,308500,311600,315600,320600,326600,333500,341400,350200,359700,370100,381000,391800,402300,412400,421800,430500,438200,444800,450300,454800,458300,460800,462500,463300,463000,461700,459900,457600,454900,452000,449300,446900,445000,443900,443900,445000,447000,449700,453100,457100,461200,465200,468800,471800,474500,476300,477200,477200,477100,476500,475800,475300,475600,476900,479600,483700,489000,495200,502100,509300,517000,525200,533500,541900,550400,558800,567300,576100,585100,594700,604900,615200,625400,635300,644800,654100,662700,670500,677400,683200,688100,691700,694000,695300,695400,694800,695000,696300,697500,698500,699700,701200,702900,705100,707900,710500,710800,708700,706300,704100,700800,696400,690800,683700,675900,667800,660200,653500,645000,634600,625100,616400,607000,597700,589000,580900,573500,566700,560200,553100,542500,529300,516600,506700,500000,496800,495900,496400,498000,502900,507800,506900,511100,524900,536100,539500,542300,544200,545300,544400,540000,533300,525600,520100,517900,515900,514300,512700,509000,504700,501900,500500,500500,498500,496600,500700,507400,510300,510100,513900,524400,537200,547100,557100,566000,572500,577500,584200,592400,605700,626800,649900,665700,673600,679400,683600,689300,699500,713400,721400,720500,718100,719300,721300,724100,729500,735000,740400,746800,753700,760800,772600,785400,797400,812100,828100,840700,851200,859800,865700,869000,870500,874900,881100,884000,886100,888000,888200,888200,889900,891800,895100,903100,916300,931400,941800,946000,947000,953000,961900,971000,982900,1000800,1022400,1045300,1063900,1076600,1096600,1132100,1161200
41333,Union City,CA,San Francisco,Alameda,618,203800,203700,203700,203800,203900,204300,204800,205600,206800,208300,209900,211300,213000,214700,216700,218700,220700,222800,225000,227200,229600,232100,234300,236300,238100,239800,241500,243300,245100,246800,248700,250700,253100,255700,258300,260900,263800,267000,270600,274700,279400,284700,290600,297200,304500,312500,320700,328900,337300,345500,353600,361200,368400,375100,381400,387300,393000,398400,403300,407700,411700,415100,418000,420100,421500,422200,422200,421800,421100,420600,420500,420700,421300,422600,424700,427400,430400,433800,437200,440900,444400,447000,448900,450900,452800,454600,456300,458000,459800,462100,465100,468900,473300,478500,484500,491500,499300,507600,516700,526400,536400,546800,557500,568400,579700,591200,602500,613700,624600,634300,643000,650300,656400,661200,664900,667400,669000,670500,671800,672700,672900,672600,672200,671700,671000,670600,670200,669500,669000,668700,667600,664800,660800,656100,650900,645000,638000,630500,622500,613600,603800,593800,582300,569500,556500,544500,533500,523700,515100,508100,501800,495400,489100,483300,476700,468300,458900,449300,440700,434400,430600,429800,431500,434200,436600,439300,440200,442200,446300,451100,453100,452800,450900,447300,443400,439700,435100,428900,425800,423100,419500,414900,412900,411900,412400,409800,404800,401400,401600,401900,402900,405500,409100,413100,418000,424600,431900,439400,447000,455400,463200,470400,478800,490200,505500,522900,538700,550000,559100,567400,574400,576000,575600,578500,584100,590400,595400,599200,604200,611700,617300,621100,626100,632500,637800,644300,653700,662600,669800,679200,690000,697500,704100,712600,718000,721600,726300,731100,732700,732500,731600,732800,732000,732000,733900,738300,743800,751700,761100,772800,781000,784500,790000,799300,809600,816900,822900,831900,845000,857800,870800,881800,892000,904400,911800
16697,Alameda,CA,San Francisco,Alameda,633,222600,222400,222300,222200,222200,222300,222700,223400,224500,226000,227600,229100,230900,232800,234900,237200,239500,241900,244300,246700,249500,252400,255200,257500,259800,262000,264000,265900,267600,269100,270700,272200,274000,276000,278200,280400,283000,286400,290500,295700,301800,308800,316700,325500,335200,345500,355700,365600,375200,384000,392000,398800,404600,409400,413300,416500,419200,421500,423400,424800,425700,426400,427000,427300,427400,427400,427500,427600,428000,429200,431100,433800,437200,441600,446800,452600,458800,465000,471100,477500,483300,487700,490900,494100,496900,499100,501100,503100,505600,509100,514000,520000,527300,535400,544000,553200,563500,574700,586900,599700,612200,624000,634800,644100,652500,660400,668300,676200,683500,689100,693000,695400,697000,698200,699000,699000,698400,697800,696800,695200,692800,690200,687900,686000,683900,681800,679800,678000,677400,677900,678200,677700,675500,671800,666900,661200,654300,647100,639900,632800,626100,619900,613200,606800,601200,596900,593200,589700,585700,582500,580300,578400,577200,576500,574400,570600,565400,559500,555300,555200,558300,563900,570100,575400,579600,582800,583500,582000,581200,584000,586300,584400,580400,574600,570600,568000,563500,555700,550100,543900,538100,532300,529100,527600,527700,523700,515500,509100,506800,505400,506200,510700,515300,519300,523400,530400,539900,552500,566300,577800,586400,594900,604000,615100,632700,651800,667400,675700,680200,684700,690000,691500,691100,692500,695300,701400,706300,707800,708000,710100,711500,713100,716800,722600,728400,737800,753900,771000,784800,798500,811600,820900,828800,835900,837900,840100,846700,854400,857400,859100,860400,862100,861100,863300,867600,871800,876400,884300,894200,903700,909300,911700,915800,924600,936800,946700,954500,965500,977700,987200,995800,1005200,1014500,1022100,1022800
53643,Novato,CA,San Francisco,Marin,721,268000,267700,267200,266700,266200,265800,265500,265500,265900,266800,267900,268800,270200,271800,273700,275700,277900,280300,283000,285900,289100,292500,295600,298100,300500,302800,305100,307400,309600,311800,314100,316400,319300,322400,325600,328800,332400,336400,340900,346000,351600,357900,364900,372500,380800,389600,398000,405800,413300,420200,426700,432600,438100,443100,447900,452400,456800,461100,464900,468000,470500,472500,474100,475300,476200,476900,477500,477900,478300,478800,479400,480200,481500,483700,486900,491200,496400,502300,508600,515400,522100,527700,532200,536400,540100,543100,545900,548600,551300,554500,558300,563000,568800,575800,584000,593400,603900,614800,625600,635900,645400,654600,663500,671800,679400,686900,694400,702500,711300,720100,728600,736400,742600,747200,750300,751700,751600,751100,750300,749000,746300,741800,735800,729300,723000,717400,713100,709900,707600,706300,705200,704400,703900,704200,705000,706200,706500,704700,700200,692300,681300,669800,658700,648100,636900,625700,615600,607200,599800,593200,587400,582300,577000,571800,566600,560800,553500,545400,537500,530900,525600,522100,520900,522000,524700,525500,527100,526500,524100,522500,524600,525000,523000,517100,508600,500400,494800,490800,486300,483100,483100,484200,482500,479500,478200,480000,481800,481000,479900,481200,481700,481900,484200,488500,492000,494400,496900,500100,506300,515700,525500,533600,540800,548500,556400,563300,570700,581300,592600,602000,608300,614300,620600,625400,629300,634300,640300,645200,649600,654900,661000,668400,678000,685000,687000,690700,700800,713600,722500,725900,728300,731700,735700,739000,740500,741700,744600,747700,746700,741600,737400,741100,748200,753100,753800,752400,751100,750800,750000,751400,755300,760600,767100,773600,778100,781000,782900,786400,793100,801900,808600,812600,817300,824500,828000
11604,Gilroy,CA,San Jose,Santa Clara,733,238200,238700,239300,239700,240000,240200,240400,240700,241500,242600,243800,245000,246500,248300,250400,252700,255300,258100,261000,263900,267200,270800,274000,276800,279700,282500,285400,288100,290700,293100,295500,297800,300300,303000,305700,308300,311300,314900,319200,324300,330200,336800,344200,352300,361400,370900,380400,389500,398500,406900,414600,421400,427100,431700,435200,437800,439800,441400,442400,442700,442600,442300,441900,441400,441000,440600,440500,440500,440800,441600,442800,444200,445700,447500,449500,451700,453700,455800,457800,459900,461500,462700,463600,464200,464800,465400,466500,468100,470300,473500,477400,482300,488100,494800,502300,510900,520300,530100,540200,550100,559700,569600,580000,590800,602200,613600,625100,636700,648500,660300,672200,683700,693900,702900,710500,716700,721500,724800,727200,729600,731700,734300,737300,739200,739500,738900,737700,736500,735700,734800,734000,732200,728900,725100,721500,716700,710300,702400,692400,681400,670300,659100,648400,637000,623200,608300,592400,575400,559200,543900,528100,512700,498100,483800,469300,453600,436800,420200,406300,396700,391900,390600,391800,394400,399600,407600,409500,408300,412400,418200,419000,419300,420100,421200,421500,419500,415600,410600,406600,406200,406100,405000,404300,403000,400200,397200,395700,395300,392300,387800,389000,392200,393000,393700,398700,406400,414300,419000,424500,430500,436700,441900,448400,456300,465600,476800,488600,498000,503700,508300,511900,516200,522700,531500,539700,546900,554500,561800,567300,571800,576000,579600,582000,583600,585900,589700,594900,599800,605500,613600,621200,625800,629800,633300,634600,634600,635000,637100,640400,644100,648600,653000,655600,657300,659800,662900,666200,671100,677700,684500,689200,691700,693300,696800,702200,708500,716600,728000,741600,754600,764900,772100,781800,794800,802800
17155,Brentwood,CA,San Francisco,Contra Costa,737,255100,253600,252400,251600,251400,251800,252500,253400,254100,254800,255200,255300,255100,254700,254200,253600,253000,252300,251600,251000,250500,250100,250000,250100,250400,250900,251700,252600,253500,254400,255400,256500,257600,258700,260200,261900,264100,266900,270000,273100,276100,278700,281100,283500,286000,288800,292000,295300,298800,302500,306500,310800,315500,320500,325900,331500,337200,342800,347800,352000,355400,358000,359800,360700,361000,360700,360300,359800,359600,360100,360900,361700,362600,363900,365600,367600,370100,373000,376300,380100,383900,387000,389500,392200,395300,399100,403300,407600,411500,414700,417300,419300,421600,425200,430500,437500,445700,454800,464900,476100,487700,499400,511400,523600,536600,550400,564500,579100,594000,608000,620800,631700,639900,645400,648300,648400,646300,643100,639700,636700,633600,629500,623900,616700,609300,604100,602300,602800,603600,601600,595400,585800,574600,563000,551400,539600,527800,516300,504900,493400,482000,470700,459500,447600,434300,419900,405400,393600,385700,379100,371700,364000,356500,349400,342900,336700,330700,324600,319100,314500,311000,307900,305200,302900,301300,300700,300700,300900,301300,302000,302200,301600,299000,295700,292600,290300,288300,287000,286000,285300,284700,284500,284600,285200,285800,286200,287200,288900,290200,290700,290500,290300,291100,294400,299000,303500,308400,314200,320000,325300,330700,336500,343700,351600,359700,367600,374900,380800,386300,392200,397400,400700,403900,407200,410000,412000,414800,418200,421600,424300,427600,430600,434300,438900,443600,448000,453200,458500,462400,465800,470700,477300,484100,488900,491600,493500,496000,498300,500600,503200,505900,508600,511000,512800,514700,517400,520100,522600,525300,528100,531200,535000,539200,543700,547700,551400,554900,558300,560900,562100,563300,564900,567900,574000,580100
13929,South San Francisco,CA,San Francisco,San Mateo,758,238700,238600,238500,238600,238800,239200,240000,241000,242400,244300,246200,248100,250200,252400,254700,257100,259400,261700,264000,266200,268500,271000,273300,275400,277500,279600,281800,284000,286100,288200,290400,292700,295400,298500,301900,305600,309900,314800,320400,326700,333500,340800,348500,356700,365200,373900,382400,390300,397900,404800,411100,416400,420700,424100,426700,428700,430200,431300,432100,432400,432400,432300,432100,432100,432300,432900,434000,435700,438300,441600,445900,450900,456600,462700,469100,475400,481200,486500,491300,495700,499500,502200,503900,505300,506600,508200,510500,514300,519600,526400,534100,542400,551400,561200,571800,582800,593800,604200,614000,623100,631600,639800,648400,657600,667500,677300,686400,695100,703800,712100,719900,726800,732300,737000,741000,743800,745300,746300,747100,747300,746700,745500,744400,743100,741600,740900,741000,741600,743200,746300,750000,753100,755000,756000,755800,753100,748200,742400,735100,725200,712400,698700,684700,670400,656400,644200,634000,624600,615700,608600,602600,596700,590600,584900,578600,570500,561000,551200,543000,537300,533900,532700,533000,534000,536300,539000,539400,539800,540900,541000,538900,537700,537500,532700,523500,517000,515500,512100,505900,500900,499100,496500,494000,493700,493500,491700,490800,490900,489100,486000,486000,489500,493500,500200,509400,517200,524000,533300,543000,550000,554700,562900,577300,591600,605100,620000,633900,642300,648500,656500,666200,672500,676800,682000,685600,687500,690600,693500,696700,701500,706800,711800,717400,723800,730000,737400,747900,758700,770800,784800,797900,809700,820900,827600,829700,829800,828100,831200,838400,844300,846700,849600,850700,850200,848300,849500,853800,861500,868400,873800,877200,882000,887200,892900,899000,907700,918900,930900,944900,966000,991900,1011800,1024600,1038400,1047300
4281,Cupertino,CA,San Jose,Santa Clara,796,432000,434100,436400,438900,441600,444600,448000,451800,456600,462200,468200,474600,482000,490000,498600,507500,516300,524800,533000,540600,548100,555200,561400,566900,571900,576500,580900,584800,588200,591200,593900,596400,599000,602200,605600,609300,614100,620200,628000,637800,649300,662700,678000,695000,713800,733900,754500,775300,796500,817400,837600,856800,874600,890400,904300,915900,925200,931800,935300,935500,932200,925800,916700,905400,892900,880100,867900,856800,847500,840800,836900,835400,835700,837700,840800,844400,847800,850800,853200,855000,855200,853400,850000,845400,839800,834400,830100,828000,828400,831300,836200,842700,850600,859800,870200,882000,895100,908800,922900,936700,950000,963100,976900,991800,1008400,1026100,1044400,1062900,1080300,1095600,1109200,1121100,1131300,1139200,1144200,1146000,1144900,1141500,1136800,1131500,1126400,1123200,1122400,1122300,1122300,1123400,1126800,1133200,1143100,1154300,1165700,1175600,1183100,1188800,1194600,1200500,1206100,1210100,1210900,1209000,1206000,1201900,1197500,1192400,1186300,1180400,1175300,1168200,1159600,1151500,1144100,1137400,1132300,1126900,1119100,1106900,1090900,1073900,1060900,1054800,1055400,1060000,1066400,1074300,1082700,1096700,1102300,1102000,1109700,1119400,1117300,1115800,1117900,1119800,1118300,1112000,1104800,1094800,1085300,1084200,1086800,1093100,1103200,1109300,1109900,1109800,1111500,1116200,1115800,1112900,1124400,1148500,1171900,1193700,1219800,1246400,1270200,1288800,1309100,1328800,1346700,1362200,1380400,1397500,1415200,1437300,1462600,1481300,1490600,1495700,1501500,1513200,1532100,1553700,1571500,1584800,1598300,1609600,1618100,1632300,1652900,1673200,1690500,1707100,1725200,1745400,1770100,1794500,1820300,1850000,1879300,1898800,1911900,1922400,1925600,1918700,1911300,1915600,1921900,1919100,1912200,1905900,1896900,1889000,1888300,1895400,1907400,1922600,1943000,1963700,1980200,1996800,2016800,2042000,2069100,2099200,2135100,2181300,2233900,2289700,2335700,2373300,2415000,2463300,2489900
38134,Danville,CA,San Francisco,Contra Costa,948,355200,351500,347500,343000,338700,335100,332800,331900,332800,335300,338800,343000,347700,352500,356900,360700,363900,366500,368900,371300,373900,376700,379400,382100,385100,388600,392600,396800,401200,405700,410400,415500,421400,428100,435200,442900,451700,461500,472100,483100,494200,504900,515300,525400,535800,546300,556300,565800,575600,585800,596300,606800,617100,627100,636700,645900,654700,662900,670300,676700,682500,687600,692000,695400,697800,699600,701200,702800,705100,708400,712400,717000,722600,729200,736300,743400,750200,756600,762600,768700,774800,780400,785400,790700,796800,803500,810900,818500,825700,832100,837300,841500,845900,851900,859400,866900,871400,872800,873500,875700,880200,886800,894800,904100,916300,932000,950800,971400,992400,1011500,1028100,1040700,1048400,1050700,1047600,1040000,1029800,1019900,1012400,1006100,999900,994600,990400,987200,987100,994900,1012900,1037500,1058200,1064200,1053000,1029400,1001800,978500,962100,950300,940900,931700,920900,908500,896300,886300,880400,875500,868500,860300,852800,846600,842700,839700,836000,832300,829500,827900,828200,827700,825000,821800,818400,812800,806500,800800,795400,791100,790900,794400,794200,802900,827000,844400,843800,843600,845600,844600,839400,828500,812900,798300,786600,774100,760200,754000,755800,757100,755900,753900,750800,751000,754900,759600,766500,771900,773400,778700,790900,804200,815700,826900,839800,852700,862900,873200,887200,904900,922600,936300,947600,956700,963700,970700,979400,989700,1001800,1010700,1015900,1019300,1022400,1024700,1029400,1035500,1043000,1050900,1060600,1071200,1079900,1087000,1093800,1098400,1107500,1126400,1145200,1156600,1165600,1173000,1177500,1180900,1184400,1187900,1191600,1194100,1191600,1184200,1177300,1174500,1174400,1174200,1176300,1181200,1189600,1201400,1213400,1220400,1224200,1229900,1236700,1244200,1253100,1264800,1274400,1279200,1283400,1290300,1301400,1316700,1327700
30785,Castro Valley,CA,San Francisco,Alameda,973,213400,212900,212500,212100,211800,211700,211900,212300,213200,214400,215600,216800,218100,219600,221300,223100,225100,227200,229400,231700,234400,237200,239900,242400,244900,247300,249700,252000,254300,256400,258500,260400,262500,264700,266600,268300,270100,272000,274400,277300,280900,285200,290400,296400,303300,310900,318700,326400,334200,341700,348500,354700,359900,364300,367900,370900,373400,375600,377500,379200,380800,382300,383900,385600,387300,389000,390800,392600,394500,396800,399400,402300,405700,409600,414200,419100,424100,429000,433900,438700,442900,446400,449400,452500,455300,457700,460000,462100,464300,467200,471100,475800,481500,487900,495200,503200,512000,521300,531300,541900,552700,563500,574400,585200,596200,607000,616900,626600,636100,644900,653000,660200,666100,670600,673900,675800,676900,677600,677600,677300,676700,675300,673400,671000,668100,665100,662000,658300,655300,653200,650600,647700,644500,640100,634200,627100,618300,608900,599200,589600,580600,571800,561300,549800,538700,528400,519000,511600,505800,501500,497700,493800,490800,488500,484500,479200,473600,467600,462400,459900,459500,461000,463800,467200,468000,469600,472100,472900,471900,474400,476700,475100,471900,467300,462700,458200,452900,445200,439900,436300,433100,428300,424700,422700,422300,419800,416400,415200,416900,418400,420200,421600,422600,424600,428400,434400,441700,450000,458400,465600,470800,475600,483700,496900,514800,532800,547900,558000,565400,572000,578500,582500,585500,589500,593800,598900,603300,606600,610000,614800,618500,622000,626200,631000,634600,638300,643800,650000,655400,661200,667200,671700,676600,682900,685400,686400,690700,696600,700100,703700,708900,714600,716800,719000,720500,721700,723000,726900,734000,744200,750300,752200,754600,760100,768200,774800,779800,787600,798900,809800,820900,831300,840400,849000,853300
12592,Martinez,CA,San Francisco,Contra Costa,1019,170300,170100,170100,170300,170600,170900,171400,171800,172300,172800,173200,173400,173600,173700,173900,173900,174000,174000,174100,174100,174300,174700,175200,175700,176500,177500,178600,179900,181200,182700,184400,186300,188700,191300,193900,196400,199000,201500,203900,206300,208600,211100,214000,217400,221600,226500,231900,237500,243600,249700,255900,261900,267700,273300,278800,284300,289700,294700,299200,303100,306500,309400,311900,314200,316400,318700,321300,324200,327500,331100,334700,338200,341900,345800,349900,354000,358000,362300,366700,371400,376100,380500,384300,388200,392200,396300,400600,404900,409100,413100,416700,419700,422700,426300,431100,436800,442800,449100,456200,464300,472600,480500,487500,493200,498500,504100,510300,517800,526500,535900,545400,554200,561600,568000,573400,577700,581200,584000,585900,587200,587800,587800,587400,585900,583100,580800,580200,581500,582800,582000,577300,569500,560300,550900,540900,529700,517500,506200,496200,487400,479500,472900,466300,458200,447600,435300,422500,411900,404100,398000,392000,386400,381000,376100,371200,366200,361000,355800,351500,348700,346800,345100,343000,340500,338200,336300,335000,335200,337900,340700,342100,342200,342900,341900,340300,337400,332200,325100,318600,313400,309200,306100,305000,305000,303100,300000,297400,296100,296700,298700,301700,304900,308000,311300,313900,316600,322000,329300,335500,341200,347000,352700,359700,367200,374000,379600,385100,390900,396700,402700,409300,415900,422000,428100,432100,433900,435800,439400,442800,444800,446000,447100,449700,453100,455800,460500,467300,473000,478300,486600,497200,505300,510500,515000,518400,520600,522900,524600,525600,528200,531500,535000,537800,540300,542100,544600,547800,552800,559100,565500,571100,576500,581800,586500,590400,595500,601500,607200,611400,613900,617000,620500,623900,628900,633100
17272,Campbell,CA,San Jose,Santa Clara,1036,261800,262700,263800,264900,266200,267700,269500,271500,274100,277200,280600,284300,288500,293100,298100,303500,309000,314500,320300,326000,331900,337800,343300,348300,353200,357600,361500,364800,367500,369600,371300,372700,374300,376300,378500,380900,384100,388200,393300,399600,406900,415400,425000,435500,447100,459300,471600,483600,495400,506500,516700,525900,533800,540400,546000,550200,553300,555400,556400,556200,554900,552700,549800,546400,542700,539100,535800,533100,531100,530400,531200,533200,536300,540200,544700,549300,553600,557600,561100,564200,566100,566500,565500,563600,560800,557900,555800,555100,555800,558000,561600,566400,572400,579400,587400,596400,606500,617100,628000,638700,649000,659400,670500,682200,694300,706300,717900,728900,738800,747300,754800,761100,765900,769100,770900,771700,772000,771500,770500,769100,767600,766700,767000,767900,769100,770800,772700,774900,777600,780400,783000,784600,784600,783500,782400,780700,778100,774300,768800,762600,756500,750400,744900,739400,733500,727900,723100,718200,713500,709400,705600,702700,700900,698600,694900,688700,680500,671900,665700,662800,663000,664900,667500,671100,676300,684500,686900,685600,689800,695500,694400,691600,690800,691500,690500,685000,677600,669900,662800,659900,658800,659900,662500,664800,665500,665300,665700,666600,664300,662300,669400,682100,691800,697800,705600,714900,724500,733300,744700,756100,765500,771600,780000,789900,800200,813500,829700,840900,844200,844400,843100,844200,850100,858400,864000,868800,876500,884200,890500,898200,907600,917600,930300,944100,958000,972500,988600,1002000,1016500,1037300,1059800,1077200,1091300,1100200,1103100,1106000,1109100,1111400,1113300,1116300,1118900,1121400,1123400,1127100,1130700,1133600,1136400,1142600,1155500,1175300,1191100,1199600,1208100,1221100,1235800,1254900,1281300,1313600,1350500,1388800,1420700,1444700,1473300,1512000,1539100
